10月18日21時49分	青 予選
シーツ補正X lidar(3894,1495),-6	G(-3811,6740),N(-3805,6744)	RS(0,0)
シーツ補正Y lidar(3894,1495),145	G(-3811,6889),N(-3805,6744)	RS(0,0)
シーツ補正X lidar(3896,1499),-4	G(-3809,6889),N(-3805,6744)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1499,149
シーツはじめ lidar(3896,1499) now(-3805.154785,6743.984375,-0.121639)	RS(0,0)	31
干し補正X 無視lidar(3897,1515),2047	G(-1650,6743),N(-3805,6743)
干し補正X 無視lidar(3897,1515),2047	G(-1650,6743),N(-3805,6743)
干し補正X 無視lidar(3900,1514),2050	G(-1650,6743),N(-3805,6743)
干し補正X 無視lidar(3900,1514),2050	G(-1650,6743),N(-3805,6743)
干し補正X 無視lidar(3895,1514),2045	G(-1650,6743),N(-3805,6743)
干し補正X 無視lidar(3895,1514),2045	G(-1650,6743),N(-3805,6743)
干し補正X 無視lidar(3895,1514),2045	G(-1650,6743),N(-3805,6743)
干し補正X 無視lidar(3898,1516),2048	G(-1650,6743),N(-3805,6743)
干し補正X 無視lidar(3898,1516),2048	G(-1650,6743),N(-3805,6743)
干し補正X 無視lidar(3910,1515),2060	G(-1650,6743),N(-3805,6744)
干し補正X 無視lidar(3910,1515),2060	G(-1650,6743),N(-3804,6744)
干し補正X 無視lidar(3910,1515),2060	G(-1650,6743),N(-3803,6745)
干し補正X 無視lidar(3898,1512),2048	G(-1650,6743),N(-3803,6745)
干し補正X 無視lidar(3898,1512),2048	G(-1650,6743),N(-3802,6746)
干し補正X 無視lidar(3908,1512),2058	G(-1650,6743),N(-3801,6746)
干し補正X 無視lidar(3908,1512),2058	G(-1650,6743),N(-3801,6747)
干し補正X 無視lidar(3908,1512),2058	G(-1650,6743),N(-3800,6748)
干し補正X 無視lidar(3903,1511),2053	G(-1650,6743),N(-3798,6749)
干し補正X 無視lidar(3903,1511),2053	G(-1650,6743),N(-3797,6750)
干し補正X 無視lidar(3888,1511),2038	G(-1650,6743),N(-3795,6751)
干し補正X 無視lidar(3888,1511),2038	G(-1650,6743),N(-3793,6753)
干し補正X 無視lidar(3888,1511),2038	G(-1650,6743),N(-3790,6755)
干し補正X 無視lidar(3904,1505),2054	G(-1650,6743),N(-3786,6756)
干し補正X 無視lidar(3904,1505),2054	G(-1650,6743),N(-3783,6757)
干し補正X 無視lidar(3909,1501),2059	G(-1650,6743),N(-3779,6758)
干し補正X 無視lidar(3909,1501),2059	G(-1650,6743),N(-3775,6759)
干し補正X 無視lidar(3909,1501),2059	G(-1650,6743),N(-3773,6759)
干し補正X 無視lidar(3892,1500),2042	G(-1650,6743),N(-3769,6759)
干し補正X 無視lidar(3892,1500),2042	G(-1650,6743),N(-3764,6760)
干し補正X 無視lidar(3873,1496),2023	G(-1650,6743),N(-3758,6761)
干し補正X 無視lidar(3873,1496),2023	G(-1650,6743),N(-3751,6760)
干し補正X 無視lidar(3873,1496),2023	G(-1650,6743),N(-3743,6759)
干し補正X 無視lidar(3829,1485),1979	G(-1650,6743),N(-3735,6757)
干し補正X 無視lidar(3829,1485),1979	G(-1650,6743),N(-3726,6755)
干し補正X 無視lidar(3781,1487),1931	G(-1650,6743),N(-3722,6754)
干し補正X 無視lidar(3781,1487),1931	G(-1650,6743),N(-3713,6751)
干し補正X 無視lidar(3781,1487),1931	G(-1650,6743),N(-3705,6748)
干し補正X 無視lidar(3796,1495),1946	G(-1650,6743),N(-3695,6746)
干し補正X 無視lidar(3796,1495),1946	G(-1650,6743),N(-3685,6744)
干し補正X 無視lidar(3770,1497),1920	G(-1650,6743),N(-3674,6743)
干し補正X 無視lidar(3770,1497),1920	G(-1650,6743),N(-3663,6742)
干し補正X 無視lidar(3770,1497),1920	G(-1650,6743),N(-3651,6741)
干し補正X 無視lidar(3746,1503),1896	G(-1650,6743),N(-3645,6740)
干し補正X 無視lidar(3746,1503),1896	G(-1650,6743),N(-3634,6739)
干し補正X 無視lidar(3707,1504),1857	G(-1650,6743),N(-3623,6737)
干し補正X 無視lidar(3707,1504),1857	G(-1650,6743),N(-3611,6737)
干し補正X 無視lidar(3707,1504),1857	G(-1650,6743),N(-3600,6737)
干し補正X 無視lidar(3648,1507),1798	G(-1650,6743),N(-3589,6738)
干し補正X 無視lidar(3648,1507),1798	G(-1650,6743),N(-3584,6738)
干し補正X 無視lidar(3633,1503),1783	G(-1650,6743),N(-3572,6740)
干し補正X 無視lidar(3633,1503),1783	G(-1650,6743),N(-3561,6741)
干し補正X 無視lidar(3633,1503),1783	G(-1650,6743),N(-3549,6742)
干し補正X 無視lidar(3614,1503),1764	G(-1650,6743),N(-3538,6745)
干し補正X 無視lidar(3614,1503),1764	G(-1650,6743),N(-3526,6747)
干し補正X 無視lidar(3598,1503),1748	G(-1650,6743),N(-3515,6748)
干し補正X 無視lidar(3598,1503),1748	G(-1650,6743),N(-3508,6749)
干し補正X 無視lidar(3598,1503),1748	G(-1650,6743),N(-3494,6750)
干し補正X 無視lidar(3556,1498),1706	G(-1650,6743),N(-3481,6751)
干し補正X 無視lidar(3556,1498),1706	G(-1650,6743),N(-3467,6751)
干し補正X 無視lidar(3530,1501),1680	G(-1650,6743),N(-3452,6751)
干し補正X 無視lidar(3530,1501),1680	G(-1650,6743),N(-3437,6751)
干し補正X 無視lidar(3530,1501),1680	G(-1650,6743),N(-3423,6752)
干し補正X 無視lidar(3457,1505),1607	G(-1650,6743),N(-3416,6753)
干し補正X 無視lidar(3457,1505),1607	G(-1650,6743),N(-3402,6752)
干し補正X 無視lidar(3391,1506),1541	G(-1650,6743),N(-3387,6751)
干し補正X 無視lidar(3391,1506),1541	G(-1650,6743),N(-3370,6750)
干し補正X 無視lidar(3333,1496),1483	G(-1650,6743),N(-3354,6751)
干し補正X 無視lidar(3333,1496),1483	G(-1650,6743),N(-3336,6750)
干し補正X 無視lidar(3333,1496),1483	G(-1650,6743),N(-3318,6751)
干し補正X 無視lidar(3307,1497),1457	G(-1650,6743),N(-3310,6751)
干し補正X 無視lidar(3307,1497),1457	G(-1650,6743),N(-3293,6751)
干し補正X 無視lidar(3267,1489),1417	G(-1650,6743),N(-3277,6747)
干し補正X 無視lidar(3267,1489),1417	G(-1650,6743),N(-3260,6749)
干し補正X 無視lidar(3267,1489),1417	G(-1650,6743),N(-3243,6748)
干し補正X 無視lidar(3226,1489),1376	G(-1650,6743),N(-3227,6747)
干し補正X 無視lidar(3226,1489),1376	G(-1650,6743),N(-3210,6747)
干し補正X 無視lidar(3174,1492),1324	G(-1650,6743),N(-3193,6746)
干し補正X 無視lidar(3174,1492),1324	G(-1650,6743),N(-3184,6745)
干し補正X 無視lidar(3174,1492),1324	G(-1650,6743),N(-3165,6745)
干し補正X 無視lidar(3144,1480),1294	G(-1650,6743),N(-3146,6743)
干し補正X 無視lidar(3144,1480),1294	G(-1650,6743),N(-3127,6742)
干し補正X 無視lidar(3099,1491),1249	G(-1650,6743),N(-3108,6742)
干し補正X 無視lidar(3099,1491),1249	G(-1650,6743),N(-3089,6741)
干し補正X 無視lidar(3099,1491),1249	G(-1650,6743),N(-3080,6741)
干し補正X 無視lidar(3044,1495),1194	G(-1650,6743),N(-3060,6740)
干し補正X 無視lidar(3044,1495),1194	G(-1650,6743),N(-3041,6739)
干し補正X 無視lidar(3009,1498),1159	G(-1650,6743),N(-3019,6737)
干し補正X 無視lidar(3009,1498),1159	G(-1650,6743),N(-2998,6736)
干し補正X 無視lidar(3009,1498),1159	G(-1650,6743),N(-2975,6736)
干し補正X 無視lidar(2967,1496),1117	G(-1650,6743),N(-2953,6736)
干し補正X 無視lidar(2967,1496),1117	G(-1650,6743),N(-2941,6739)
干し補正X 無視lidar(2900,1483),1050	G(-1650,6743),N(-2920,6740)
干し補正X 無視lidar(2900,1483),1050	G(-1650,6743),N(-2899,6738)
干し補正X 無視lidar(2856,1483),1006	G(-1650,6743),N(-2878,6739)
干し補正X 無視lidar(2856,1483),1006	G(-1650,6743),N(-2857,6740)
干し補正X 無視lidar(2856,1483),1006	G(-1650,6743),N(-2837,6742)
干し補正X 無視lidar(2813,1486),963	G(-1650,6743),N(-2817,6743)
干し補正X 無視lidar(2813,1486),963	G(-1650,6743),N(-2797,6745)
干し補正X 無視lidar(2766,1487),916	G(-1650,6743),N(-2787,6746)
干し補正X 無視lidar(2766,1487),916	G(-1650,6743),N(-2767,6745)
干し補正X 無視lidar(2766,1487),916	G(-1650,6743),N(-2747,6747)
干し補正X 無視lidar(2732,1483),882	G(-1650,6743),N(-2727,6747)
干し補正X 無視lidar(2732,1483),882	G(-1650,6743),N(-2706,6748)
干し補正X 無視lidar(2670,1479),820	G(-1650,6743),N(-2685,6749)
干し補正X 無視lidar(2670,1479),820	G(-1650,6743),N(-2675,6749)
干し補正X 無視lidar(2670,1479),820	G(-1650,6743),N(-2654,6749)
干し補正X 無視lidar(2630,1477),780	G(-1650,6743),N(-2634,6748)
干し補正X 無視lidar(2630,1477),780	G(-1650,6743),N(-2615,6748)
干し補正X 無視lidar(2582,1477),732	G(-1650,6743),N(-2595,6747)
干し補正X 無視lidar(2582,1477),732	G(-1650,6743),N(-2575,6746)
干し補正X 無視lidar(2582,1477),732	G(-1650,6743),N(-2565,6746)
干し補正X 無視lidar(2538,1482),688	G(-1650,6743),N(-2545,6746)
干し補正X 無視lidar(2538,1482),688	G(-1650,6743),N(-2524,6745)
干し補正X 無視lidar(2493,1480),643	G(-1650,6743),N(-2503,6745)
干し補正X 無視lidar(2493,1480),643	G(-1650,6743),N(-2482,6744)
干し補正X 無視lidar(2493,1480),643	G(-1650,6743),N(-2461,6744)
干し補正X 無視lidar(2448,1479),598	G(-1650,6743),N(-2451,6745)
干し補正X 無視lidar(2448,1479),598	G(-1650,6743),N(-2430,6742)
干し補正X 無視lidar(2403,1483),553	G(-1650,6743),N(-2409,6741)
干し補正X 無視lidar(2403,1483),553	G(-1650,6743),N(-2389,6741)
干し補正X 無視lidar(2403,1483),553	G(-1650,6743),N(-2369,6740)
干し補正X 無視lidar(2351,1480),501	G(-1650,6743),N(-2348,6740)
干し補正X 無視lidar(2351,1480),501	G(-1650,6743),N(-2326,6739)
干し補正X 無視lidar(2318,1485),468	G(-1650,6743),N(-2314,6739)
干し補正X 無視lidar(2318,1485),468	G(-1650,6743),N(-2292,6738)
干し補正X 無視lidar(2318,1485),468	G(-1650,6743),N(-2271,6737)
干し補正X 無視lidar(2266,1484),416	G(-1650,6743),N(-2249,6737)
干し補正X 無視lidar(2266,1484),416	G(-1650,6743),N(-2227,6736)
干し補正X 無視lidar(2216,1475),366	G(-1650,6743),N(-2205,6736)
干し補正X 無視lidar(2216,1475),366	G(-1650,6743),N(-2183,6734)
干し補正X 無視lidar(2171,1486),321	G(-1650,6743),N(-2163,6734)
干し補正X 無視lidar(2171,1486),321	G(-1650,6743),N(-2152,6734)
干し補正X 無視lidar(2171,1486),321	G(-1650,6743),N(-2132,6735)
干し補正X lidar(2129,1491),279	G(-1832,6743),N(-2111,6737)
干し補正X lidar(2129,1491),279	G(-1811,6743),N(-2090,6737)
干し補正X lidar(2083,1494),233	G(-1837,6743),N(-2070,6739)
干し補正X lidar(2083,1494),233	G(-1817,6743),N(-2050,6740)
干しリミットまで RS_X:0,0	G(-1860,6743),N(-2010,6743)	lidar(2039,1482)
干しリミットまで RS_X:0,0	G(-1850,6743),N(-2000,6743)	lidar(2039,1482)
干しリミットまで RS_X:0,0	G(-1831,6743),N(-1981,6744)	lidar(1992,1482)
干しリミットまで RS_X:0,0	G(-1813,6743),N(-1963,6745)	lidar(1992,1482)
干しリミットまで RS_X:0,0	G(-1795,6743),N(-1945,6746)	lidar(1992,1482)
干しリミットまで RS_X:0,0	G(-1778,6743),N(-1928,6746)	lidar(1940,1473)
干しリミットまで RS_X:0,0	G(-1763,6743),N(-1913,6744)	lidar(1940,1473)
干しリミットまで RS_X:0,0	G(-1747,6743),N(-1897,6744)	lidar(1892,1469)
干しリミットまで RS_X:0,0	G(-1741,6743),N(-1891,6744)	lidar(1892,1469)
干しリミットまで RS_X:0,0	G(-1729,6743),N(-1879,6743)	lidar(1892,1469)
干しリミットまで RS_X:0,0	G(-1716,6743),N(-1866,6743)	lidar(1857,1471)
干しリミットまで RS_X:0,0	G(-1703,6743),N(-1853,6741)	lidar(1857,1471)
干しリミットまで RS_X:0,0	G(-1691,6743),N(-1841,6740)	lidar(1831,1475)
干しリミットまで RS_X:0,0	G(-1678,6743),N(-1828,6739)	lidar(1831,1475)
干しリミットまで RS_X:0,0	G(-1671,6743),N(-1821,6738)	lidar(1808,1481)
シーツリミット右 lidar(1808,1481)	now(-1809,6740,-0.381815)
シーツ終わり lidar(1808,1481) now(-1804.748413,6739.705566,0.150074)	RS(0,0)	41
動作終了 now(-1891.315552,6134.228516,-0.425294)	41
